TransactionAmount,TransactionType,Location,DeviceID,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,TransactionHour,TransactionWeekday,TransactionDay,TransactionMonth,PreviousTransactionDate
581.65,Debit,Boston,D000666,M009,ATM,22,Student,176,1,480.19,16,0,9,1,2024-11-04 08:09:39
52.01,Debit,Mesa,D000652,M019,ATM,48,Doctor,85,1,1120.88,16,1,7,11,2024-11-04 08:11:27
630.24,Debit,Boston,D000548,M054,ATM,21,Student,62,1,370.81,18,2,29,11,2024-11-04 08:11:52
523.74,Debit,Oklahoma City,D000551,M099,ATM,43,Doctor,159,1,13498.55,16,3,2,11,2024-11-04 08:06:52
705.6,Debit,Phoenix,D000103,M071,Branch,40,Doctor,124,3,14804.7,18,0,20,2,2024-11-04 08:09:04
217.5,Credit,Denver,D000485,M043,Branch,46,Engineer,35,1,3057.4,18,0,23,10,2024-11-04 08:06:58
91.48,Debit,Fort Worth,D000295,M081,ATM,51,Doctor,141,1,14942.78,16,0,23,1,2024-11-04 08:09:17
5.25,Debit,San Jose,D000571,M010,ATM,39,Doctor,49,1,14143.32,18,0,13,11,2024-11-04 08:12:22
54.03,Credit,Milwaukee,D000519,M087,ATM,56,Retired,161,1,6736.3,17,1,19,9,2024-11-04 08:07:36
736.73,Debit,Memphis,D000167,M037,Branch,48,Engineer,10,1,3313.07,16,0,27,11,2024-11-04 08:10:54
368.91,Debit,Virginia Beach,D000221,M082,Branch,54,Doctor,14,1,829.71,17,4,10,3,2024-11-04 08:10:28
33.06,Credit,Fort Worth,D000417,M045,Online,53,Retired,170,1,1540.87,16,1,17,1,2024-11-04 08:06:43
66.5,Credit,Louisville,D000419,M098,Online,32,Engineer,144,1,6820.23,16,3,4,5,2024-11-04 08:08:06
177.08,Debit,Las Vegas,D000450,M014,Online,35,Doctor,85,1,13475.14,17,4,6,1,2024-11-04 08:12:21
588.54,Debit,Portland,D000609,M031,Branch,32,Engineer,130,1,714.45,17,0,6,2,2024-11-04 08:10:37
173.5,Debit,Nashville,D000235,M052,ATM,21,Student,282,1,1306.91,17,0,23,10,2024-11-04 08:11:52
78.33,Credit,Memphis,D000191,M069,Online,56,Engineer,189,1,7255.33,16,0,31,7,2024-11-04 08:08:18
40.66,Debit,Louisville,D000214,M061,Branch,59,Retired,156,1,1153.84,16,0,1,1,2024-11-04 08:11:28
97.22,Credit,Atlanta,D000507,M063,Branch,77,Retired,55,1,6647.73,17,0,20,2,2024-11-04 08:11:17
34.07,Debit,Philadelphia,D000158,M080,Branch,22,Student,81,1,8709.77,17,0,6,11,2024-11-04 08:07:21
492.06,Debit,Fresno,D000411,M012,Online,23,Student,74,1,857.9,16,3,19,10,2024-11-04 08:09:56
842.01,Credit,Virginia Beach,D000209,M015,Online,53,Doctor,185,1,509.45,16,1,12,9,2024-11-04 08:08:33
73.55,Debit,Atlanta,D000210,M086,ATM,51,Engineer,158,1,2812.06,16,0,9,1,2024-11-04 08:11:21
760.53,Debit,Phoenix,D000651,M005,Online,57,Engineer,118,1,6179.91,18,0,4,9,2024-11-04 08:09:35
273.08,Credit,Houston,D000534,M007,Branch,26,Engineer,134,1,6609.3,16,0,30,1,2024-11-04 08:07:57
371.69,Debit,San Francisco,D000374,M020,Branch,67,Retired,143,1,3484.32,16,4,22,12,2024-11-04 08:09:59
218.96,Debit,Seattle,D000556,M021,ATM,18,Student,13,1,754.21,16,2,30,8,2024-11-04 08:10:35
227.39,Debit,Atlanta,D000207,M010,Online,18,Student,65,1,751.09,16,0,25,12,2024-11-04 08:11:36
237.99,Credit,Kansas City,D000563,M043,Branch,39,Doctor,86,1,8510.09,16,0,8,5,2024-11-04 08:11:36
186.6,Debit,Washington,D000149,M037,Online,58,Doctor,13,1,1508.72,16,1,4,7,2024-11-04 08:06:24
341.15,Debit,San Jose,D000453,M042,Online,18,Student,148,1,511.37,17,0,13,2,2024-11-04 08:10:09
434.58,Debit,Memphis,D000136,M091,ATM,59,Doctor,215,1,12648.32,16,2,6,9,2024-11-04 08:08:15
312.88,Credit,Portland,D000503,M040,Branch,54,Engineer,44,1,233.21,18,4,26,5,2024-11-04 08:07:23
75.15,Debit,Boston,D000014,M094,ATM,23,Student,154,1,1092.92,17,0,18,9,2024-11-04 08:11:00
23.3,Debit,Los Angeles,D000385,M061,ATM,59,Engineer,161,1,6711.15,18,0,14,8,2024-11-04 08:08:06
47.38,Credit,Seattle,D000388,M061,Online,25,Student,61,1,459.37,18,2,8,2,2024-11-04 08:07:05
512.81,Debit,Sacramento,D000611,M004,Branch,79,Retired,30,1,6994.34,16,2,19,7,2024-11-04 08:11:58
488.15,Debit,Louisville,D000257,M098,Branch,43,Engineer,168,1,7071.09,16,0,31,7,2024-11-04 08:11:13
12.82,Debit,Fort Worth,D000482,M055,ATM,44,Engineer,156,1,9045.19,18,2,5,4,2024-11-04 08:08:25
66.9,Credit,Charlotte,D000221,M021,Online,79,Retired,129,4,5238.71,16,0,17,4,2024-11-04 08:10:39
535.91,Debit,Las Vegas,D000583,M097,Online,43,Engineer,22,1,9642.12,16,4,7,7,2024-11-04 08:10:49
270.72,Credit,Washington,D000508,M094,Online,26,Engineer,53,1,6263.96,18,0,3,7,2024-11-04 08:11:05
97.98,Debit,Denver,D000470,M033,Branch,72,Retired,18,1,7460.33,16,0,6,2,2024-11-04 08:08:43
196.08,Debit,San Francisco,D000623,M088,Online,61,Retired,98,1,4233.82,16,4,25,8,2024-11-04 08:06:31
251.18,Debit,San Jose,D000056,M058,ATM,42,Engineer,246,1,8303.9,16,3,1,6,2024-11-04 08:07:55
44.52,Debit,El Paso,D000618,M081,Online,28,Student,205,1,314.28,18,1,28,3,2024-11-04 08:10:28
178.87,Debit,Baltimore,D000663,M001,Online,35,Doctor,180,1,5241.23,16,1,23,5,2024-11-04 08:10:16
1176.28,Credit,Kansas City,D000476,M074,ATM,54,Engineer,174,5,323.69,16,2,20,12,2024-11-04 08:11:44
386.68,Debit,New York,D000453,M019,Branch,46,Doctor,128,1,6863.06,16,1,31,10,2024-11-04 08:06:28
167.14,Debit,Denver,D000231,M049,Online,76,Retired,20,1,3877.73,18,0,24,4,2024-11-04 08:06:26
345.22,Debit,Fresno,D000217,M025,Branch,69,Retired,253,1,4046.58,16,1,5,9,2024-11-04 08:07:36
74.85,Debit,Raleigh,D000526,M091,ATM,72,Retired,117,1,2409.73,17,0,25,12,2024-11-04 08:11:49
671.73,Debit,Washington,D000641,M071,Branch,58,Engineer,54,1,5211.88,16,0,16,10,2024-11-04 08:12:04
255.04,Debit,Seattle,D000206,M084,ATM,45,Engineer,152,1,6217.86,16,3,23,11,2024-11-04 08:11:38
45.77,Debit,Philadelphia,D000484,M066,Online,25,Student,109,1,5978.12,17,3,9,2,2024-11-04 08:08:01
329.69,Credit,San Antonio,D000278,M088,Online,26,Student,66,1,1671.66,16,0,9,1,2024-11-04 08:09:49
362.04,Credit,Philadelphia,D000145,M059,Branch,58,Doctor,198,2,8421.88,16,0,10,7,2024-11-04 08:08:47
11.92,Debit,San Diego,D000678,M063,Branch,53,Doctor,52,1,14611.9,17,0,9,10,2024-11-04 08:11:22
47.42,Debit,San Diego,D000249,M012,ATM,64,Doctor,28,1,8253.52,16,1,19,12,2024-11-04 08:08:56
35.99,Debit,Miami,D000270,M023,Branch,63,Retired,129,1,4489.79,16,3,19,1,2024-11-04 08:09:17
151.19,Credit,New York,D000658,M061,Branch,37,Doctor,96,1,11903.82,16,4,5,5,2024-11-04 08:11:16
242.62,Credit,San Francisco,D000332,M094,Online,22,Student,234,1,483.02,16,0,10,7,2024-11-04 08:07:09
48.72,Debit,Virginia Beach,D000567,M063,Branch,21,Student,17,1,816.08,18,4,29,9,2024-11-04 08:07:27
43.46,Debit,Boston,D000263,M020,ATM,25,Student,80,1,578.06,17,4,21,7,2024-11-04 08:10:45
1036.21,Debit,Omaha,D000129,M067,Online,25,Student,126,1,477.3,18,4,21,7,2024-11-04 08:12:22
443.79,Debit,Las Vegas,D000407,M099,ATM,53,Retired,87,1,3133.85,18,0,9,10,2024-11-04 08:11:16
365.14,Debit,Dallas,D000640,M002,Online,68,Retired,57,1,5894.09,18,4,1,12,2024-11-04 08:07:25
757.41,Debit,Los Angeles,D000383,M048,ATM,22,Student,37,1,9532.42,16,4,5,5,2024-11-04 08:09:03
20.54,Debit,Fort Worth,D000348,M055,Branch,51,Engineer,72,1,5327.03,18,0,21,8,2024-11-04 08:07:28
475.36,Debit,Phoenix,D000540,M018,ATM,34,Engineer,105,1,2000.6,16,0,2,10,2024-11-04 08:06:59
34.74,Debit,San Francisco,D000320,M072,ATM,56,Retired,24,1,6827.57,16,0,26,6,2024-11-04 08:11:03
689.54,Debit,Oklahoma City,D000395,M038,Branch,27,Student,93,1,1633.76,16,0,6,3,2024-11-04 08:08:53
211.18,Debit,Washington,D000428,M059,ATM,73,Retired,90,1,4069.17,16,0,16,10,2024-11-04 08:11:50
211.36,Credit,Fort Worth,D000700,M041,Branch,51,Engineer,286,1,7943.47,16,1,21,11,2024-11-04 08:11:10
744.41,Credit,Houston,D000115,M095,Online,39,Engineer,107,1,8842.47,16,0,31,7,2024-11-04 08:11:27
61.43,Debit,Phoenix,D000084,M035,Online,24,Student,170,1,1882.77,16,3,29,6,2024-11-04 08:08:18
167.44,Debit,Mesa,D000483,M087,Branch,37,Doctor,82,1,12526.71,16,0,25,9,2024-11-04 08:10:49
361.46,Debit,Nashville,D000169,M093,Online,21,Student,83,1,4737.84,17,4,7,4,2024-11-04 08:10:42
378.85,Debit,Virginia Beach,D000043,M089,Branch,78,Retired,126,1,2300.53,17,4,16,6,2024-11-04 08:09:07
241.11,Debit,Columbus,D000443,M063,Branch,30,Doctor,55,1,12385.05,16,4,16,6,2024-11-04 08:10:49
131.93,Credit,Fort Worth,D000245,M049,Branch,31,Engineer,13,1,4547.06,17,0,11,9,2024-11-04 08:06:50
20.28,Debit,Oklahoma City,D000585,M047,Online,36,Engineer,213,1,2047.83,17,2,19,7,2024-11-04 08:10:02
415.88,Debit,San Diego,D000146,M005,Branch,70,Doctor,170,1,10008.33,17,3,27,4,2024-11-04 08:08:01
49.99,Debit,Omaha,D000668,M062,ATM,62,Retired,139,1,2299.64,17,3,9,2,2024-11-04 08:08:15
1221.65,Debit,Denver,D000098,M091,Online,27,Student,153,1,243.92,16,2,27,9,2024-11-04 08:10:41
100.66,Debit,Dallas,D000511,M024,Branch,50,Doctor,144,1,14473.33,18,4,16,6,2024-11-04 08:11:54
485.54,Debit,Louisville,D000343,M080,Online,19,Student,148,1,1533.32,16,4,8,12,2024-11-04 08:11:09
321.15,Debit,Los Angeles,D000151,M037,Branch,46,Doctor,179,1,7005.05,17,4,10,2,2024-11-04 08:06:33
711.3,Debit,San Jose,D000581,M076,Branch,21,Student,51,1,955.4,18,0,26,6,2024-11-04 08:09:32
12.23,Debit,Houston,D000177,M065,ATM,42,Engineer,139,1,7844.88,16,3,12,10,2024-11-04 08:07:29
350.94,Debit,Colorado Springs,D000154,M013,ATM,20,Student,64,1,221.56,17,0,30,10,2024-11-04 08:10:35
301.85,Debit,Columbus,D000433,M062,Online,54,Engineer,25,1,6586.19,17,1,18,4,2024-11-04 08:10:05
29.34,Debit,Louisville,D000029,M087,Online,65,Retired,30,1,3944.82,17,3,9,3,2024-11-04 08:11:42
231.71,Debit,Raleigh,D000315,M060,Branch,27,Student,148,1,1127.98,17,0,24,4,2024-11-04 08:07:02
179.43,Debit,Oklahoma City,D000421,M004,ATM,58,Retired,244,1,2626.63,18,4,11,8,2024-11-04 08:10:00
36.71,Debit,Jacksonville,D000671,M095,Branch,48,Doctor,55,1,6459.38,17,0,30,1,2024-11-04 08:11:44
138.12,Credit,Los Angeles,D000182,M067,Branch,53,Doctor,281,1,1649.69,17,1,11,4,2024-11-04 08:11:23
233.24,Debit,Louisville,D000351,M070,ATM,33,Engineer,72,1,6939.23,16,0,17,4,2024-11-04 08:07:39
609.14,Debit,Tucson,D000224,M086,ATM,39,Engineer,177,1,9033.87,16,3,23,11,2024-11-04 08:11:33
436.64,Debit,Los Angeles,D000683,M033,Branch,31,Doctor,111,1,14365.18,17,0,25,12,2024-11-04 08:08:23
870.43,Debit,Los Angeles,D000427,M037,Branch,29,Doctor,55,1,10115.18,16,2,31,5,2024-11-04 08:07:52
354.4,Debit,Chicago,D000416,M046,ATM,74,Retired,128,1,7358.65,17,0,6,11,2024-11-04 08:10:00
22.63,Debit,Kansas City,D000488,M052,Online,53,Engineer,112,1,4438.03,17,0,20,2,2024-11-04 08:10:56
182.19,Debit,Mesa,D000101,M007,Branch,26,Student,53,1,1176.1,16,0,19,6,2024-11-04 08:06:27
126.81,Debit,Philadelphia,D000693,M036,Branch,26,Engineer,290,1,5427.98,16,0,30,10,2024-11-04 08:12:22
288.17,Debit,Virginia Beach,D000399,M012,Online,37,Engineer,50,1,3653.11,16,4,8,9,2024-11-04 08:10:16
118.77,Debit,Atlanta,D000310,M066,Branch,55,Engineer,123,1,2104.82,17,0,2,10,2024-11-04 08:10:29
651.82,Debit,Indianapolis,D000280,M094,ATM,21,Student,166,1,1802.77,17,4,14,4,2024-11-04 08:07:02
66.65,Debit,Detroit,D000398,M100,ATM,37,Engineer,33,1,3559.96,16,1,17,10,2024-11-04 08:11:00
98.53,Debit,Denver,D000684,M085,Branch,69,Retired,166,1,3564.8,16,0,16,1,2024-11-04 08:11:19
138.95,Debit,Washington,D000675,M090,Online,71,Retired,30,1,6752.92,16,4,2,6,2024-11-04 08:08:37
33.89,Debit,Nashville,D000588,M079,Branch,26,Student,177,1,1444.75,16,4,10,11,2024-11-04 08:11:36
23.71,Debit,Atlanta,D000284,M005,Branch,58,Doctor,164,1,10788.89,16,0,18,9,2024-11-04 08:09:16
1830.0,Debit,San Antonio,D000436,M082,Online,55,Engineer,238,1,2235.7,16,2,1,3,2024-11-04 08:11:59
26.06,Debit,San Diego,D000689,M096,ATM,65,Doctor,283,1,12893.63,17,3,21,12,2024-11-04 08:12:00
17.07,Debit,Los Angeles,D000597,M023,Branch,27,Engineer,44,1,2798.15,17,0,1,5,2024-11-04 08:11:25
703.89,Debit,San Antonio,D000473,M074,Online,46,Engineer,62,1,3583.67,16,4,22,9,2024-11-04 08:06:44
1271.9,Debit,Houston,D000312,M073,ATM,47,Engineer,155,1,2120.8,16,0,28,8,2024-11-04 08:09:27
26.55,Debit,Houston,D000112,M099,ATM,77,Retired,228,1,3085.38,17,2,20,9,2024-11-04 08:07:23
147.4,Debit,San Jose,D000283,M067,Branch,42,Engineer,259,1,6797.71,16,4,9,6,2024-11-04 08:07:18
202.11,Debit,Memphis,D000072,M005,ATM,27,Student,18,1,746.47,16,3,30,3,2024-11-04 08:10:01
308.42,Debit,Nashville,D000276,M077,Branch,75,Retired,39,1,5427.81,16,1,2,5,2024-11-04 08:06:34
11.18,Debit,Miami,D000609,M035,ATM,53,Engineer,144,1,7467.3,16,0,27,2,2024-11-04 08:10:57
294.15,Debit,Fresno,D000504,M020,Online,38,Engineer,136,1,6362.16,16,3,2,2,2024-11-04 08:07:20
29.58,Debit,Colorado Springs,D000230,M066,Branch,54,Engineer,121,1,8345.26,17,0,30,10,2024-11-04 08:11:01
139.45,Debit,Boston,D000139,M004,Online,27,Student,31,1,1305.76,16,0,10,7,2024-11-04 08:10:08
432.63,Debit,Colorado Springs,D000469,M024,ATM,29,Doctor,137,1,13648.36,17,4,30,6,2024-11-04 08:10:24
131.43,Debit,Charlotte,D000391,M053,Online,43,Doctor,65,1,1337.5,18,2,1,2,2024-11-04 08:12:12
516.72,Debit,Mesa,D000489,M025,ATM,42,Engineer,128,1,2015.69,18,0,9,10,2024-11-04 08:11:35
121.82,Debit,Colorado Springs,D000095,M094,Online,69,Doctor,123,3,8354.54,17,1,7,2,2024-11-04 08:08:07
374.5,Credit,San Francisco,D000045,M002,Branch,26,Student,178,1,1671.51,16,0,24,7,2024-11-04 08:08:37
166.13,Debit,Omaha,D000473,M013,ATM,68,Doctor,227,1,11822.53,17,2,6,9,2024-11-04 08:12:08
626.9,Debit,Chicago,D000686,M017,ATM,23,Student,146,1,587.11,16,1,10,10,2024-11-04 08:11:30
466.85,Debit,Austin,D000016,M007,Branch,56,Retired,165,1,5422.53,16,0,17,7,2024-11-04 08:09:35
788.84,Debit,Phoenix,D000402,M055,Online,58,Retired,231,1,1913.73,17,2,17,5,2024-11-04 08:09:42
873.65,Credit,Oklahoma City,D000414,M050,Online,37,Doctor,59,1,12139.83,16,3,23,3,2024-11-04 08:09:57
525.28,Debit,Colorado Springs,D000564,M011,ATM,69,Retired,134,1,4693.6,16,0,3,4,2024-11-04 08:09:39
110.17,Debit,Raleigh,D000046,M054,ATM,30,Engineer,137,1,464.2,16,3,7,9,2024-11-04 08:12:11
632.69,Debit,Denver,D000455,M047,ATM,80,Retired,76,1,4363.74,16,1,12,9,2024-11-04 08:09:26
124.35,Debit,Oklahoma City,D000082,M015,ATM,72,Retired,90,1,3319.76,16,4,8,12,2024-11-04 08:11:35
43.85,Debit,Fresno,D000092,M013,ATM,62,Retired,122,1,4356.98,16,0,13,3,2024-11-04 08:07:18
283.81,Debit,San Diego,D000364,M046,Branch,28,Student,29,1,1519.35,16,3,9,3,2024-11-04 08:10:46
168.53,Debit,San Francisco,D000602,M100,ATM,71,Retired,112,1,5962.58,16,2,14,6,2024-11-04 08:12:09
218.59,Credit,Denver,D000004,M088,Branch,40,Engineer,123,1,6699.23,16,0,27,11,2024-11-04 08:07:12
132.84,Debit,Oklahoma City,D000244,M060,ATM,21,Student,143,1,822.73,16,0,21,8,2024-11-04 08:08:40
157.37,Credit,Dallas,D000001,M014,Branch,42,Doctor,289,1,13964.31,16,2,15,11,2024-11-04 08:10:30
144.77,Debit,Albuquerque,D000194,M007,Online,20,Student,159,1,867.32,16,0,17,7,2024-11-04 08:10:54
643.22,Debit,Atlanta,D000248,M073,ATM,64,Doctor,93,1,1035.86,17,2,3,5,2024-11-04 08:07:46
1392.54,Debit,El Paso,D000113,M013,Branch,41,Doctor,297,1,13347.69,16,0,20,11,2024-11-04 08:09:15
208.07,Debit,Oklahoma City,D000084,M100,Online,32,Doctor,36,1,8478.9,16,0,10,7,2024-11-04 08:11:43
94.3,Debit,Phoenix,D000446,M042,Branch,57,Doctor,57,1,11088.95,17,0,25,12,2024-11-04 08:08:14
295.5,Debit,Mesa,D000445,M095,ATM,59,Retired,36,1,6280.66,18,3,23,11,2024-11-04 08:07:08
30.23,Debit,Austin,D000406,M049,ATM,44,Doctor,99,1,481.13,17,0,6,11,2024-11-04 08:12:06
112.05,Credit,Phoenix,D000156,M078,ATM,26,Student,159,1,1122.88,16,3,26,10,2024-11-04 08:08:31
180.24,Debit,Phoenix,D000106,M098,Branch,58,Engineer,144,1,8431.23,17,0,3,7,2024-11-04 08:09:17
13.71,Credit,Denver,D000483,M084,Online,38,Engineer,148,1,8342.79,17,1,30,5,2024-11-04 08:11:17
96.54,Debit,New York,D000387,M020,Branch,58,Retired,95,1,7182.22,17,0,13,3,2024-11-04 08:10:31
79.35,Debit,Los Angeles,D000277,M051,Online,67,Retired,70,1,1692.15,17,0,29,5,2024-11-04 08:09:48
101.04,Debit,San Antonio,D000020,M067,ATM,27,Student,160,1,1695.57,18,0,10,7,2024-11-04 08:06:43
74.42,Debit,El Paso,D000273,M003,Online,49,Engineer,68,1,6264.21,17,3,23,11,2024-11-04 08:11:23
39.66,Debit,Virginia Beach,D000680,M045,Branch,52,Engineer,169,1,8497.34,16,3,18,5,2024-11-04 08:07:20
99.36,Debit,Seattle,D000019,M004,ATM,40,Doctor,46,1,1272.12,16,1,9,5,2024-11-04 08:09:15
123.85,Debit,Las Vegas,D000274,M047,Online,56,Engineer,244,1,3959.62,18,4,25,8,2024-11-04 08:06:36
426.93,Debit,Omaha,D000129,M054,ATM,19,Student,248,1,476.19,17,0,25,12,2024-11-04 08:09:12
133.73,Credit,San Jose,D000664,M001,Online,25,Student,123,1,1872.22,16,1,16,5,2024-11-04 08:09:22
222.39,Debit,Virginia Beach,D000008,M088,Online,49,Engineer,73,1,3117.39,16,2,23,8,2024-11-04 08:10:52
215.94,Credit,Virginia Beach,D000037,M021,Online,22,Student,140,1,1841.69,16,0,5,6,2024-11-04 08:10:45
6.3,Debit,Columbus,D000539,M017,Branch,80,Retired,283,5,7697.68,18,3,14,12,2024-11-04 08:12:13
826.23,Debit,Colorado Springs,D000056,M042,ATM,29,Doctor,209,1,7580.59,16,2,31,5,2024-11-04 08:07:32
416.37,Debit,Columbus,D000686,M015,Online,35,Engineer,67,1,7936.91,16,2,11,10,2024-11-04 08:08:50
131.46,Debit,Charlotte,D000287,M006,Branch,67,Retired,258,1,6642.33,16,0,15,5,2024-11-04 08:11:30
202.86,Credit,Memphis,D000589,M088,Branch,61,Doctor,149,1,7642.25,17,0,22,5,2024-11-04 08:08:54
268.39,Debit,Miami,D000015,M017,ATM,26,Student,171,1,136.74,18,0,26,6,2024-11-04 08:06:40
194.85,Debit,Jacksonville,D000601,M096,Online,23,Student,130,4,319.84,16,1,12,9,2024-11-04 08:08:01
137.35,Credit,Sacramento,D000051,M028,Online,40,Doctor,220,1,12662.66,18,2,29,3,2024-11-04 08:10:23
712.75,Debit,Philadelphia,D000573,M074,Branch,44,Doctor,25,1,8126.06,17,4,26,5,2024-11-04 08:09:52
353.82,Debit,Milwaukee,D000043,M035,ATM,42,Doctor,143,1,705.75,17,0,10,4,2024-11-04 08:06:40
507.25,Debit,Washington,D000672,M063,Branch,73,Retired,143,1,5331.57,17,0,30,10,2024-11-04 08:11:10
212.74,Debit,Seattle,D000110,M050,Branch,27,Engineer,128,1,7645.47,18,3,14,12,2024-11-04 08:07:49
364.42,Debit,Colorado Springs,D000469,M078,ATM,51,Engineer,146,1,8119.73,17,1,10,10,2024-11-04 08:09:16
195.12,Debit,Louisville,D000603,M043,ATM,46,Doctor,144,1,6101.15,17,1,25,7,2024-11-04 08:10:40
230.61,Debit,Raleigh,D000083,M076,Branch,80,Retired,204,1,2561.42,16,0,4,9,2024-11-04 08:09:46
739.28,Credit,Tucson,D000576,M026,Branch,58,Doctor,47,1,11905.64,16,0,19,6,2024-11-04 08:11:13
390.35,Credit,Omaha,D000274,M019,ATM,64,Doctor,61,1,7095.88,18,1,26,9,2024-11-04 08:10:01
242.03,Debit,Dallas,D000605,M014,Online,58,Engineer,124,1,4382.73,16,0,13,3,2024-11-04 08:07:12
242.39,Credit,San Antonio,D000451,M008,ATM,18,Student,271,1,1328.73,16,0,20,11,2024-11-04 08:06:48
135.03,Debit,San Francisco,D000029,M097,ATM,23,Student,180,1,1278.0,17,4,24,2,2024-11-04 08:08:18
83.5,Debit,Dallas,D000446,M100,Branch,61,Retired,91,5,1749.79,18,0,15,5,2024-11-04 08:07:22
193.54,Debit,Oklahoma City,D000150,M088,Branch,80,Retired,267,1,2929.51,16,1,24,10,2024-11-04 08:08:26
617.36,Debit,Kansas City,D000137,M035,Branch,29,Engineer,61,1,8926.38,17,1,21,11,2024-11-04 08:09:23
775.23,Credit,Albuquerque,D000220,M036,Online,59,Doctor,38,1,5977.59,16,0,7,8,2024-11-04 08:07:01
266.57,Debit,El Paso,D000223,M031,ATM,72,Retired,100,1,7676.92,17,1,26,9,2024-11-04 08:09:17
153.4,Debit,Mesa,D000599,M057,ATM,45,Engineer,144,1,4657.7,17,4,31,3,2024-11-04 08:08:08
946.94,Debit,Charlotte,D000019,M018,Branch,53,Retired,251,1,5579.11,17,0,11,12,2024-11-04 08:07:11
5.12,Debit,New York,D000660,M002,Branch,34,Engineer,90,1,3293.01,16,4,13,10,2024-11-04 08:10:31
119.11,Debit,Detroit,D000078,M070,ATM,57,Engineer,131,1,7998.25,16,4,30,6,2024-11-04 08:09:48
1096.7,Debit,Colorado Springs,D000234,M005,Online,24,Student,147,1,1093.89,16,0,27,3,2024-11-04 08:11:28
119.72,Debit,Tucson,D000445,M011,Branch,30,Engineer,123,1,3435.34,18,4,3,2,2024-11-04 08:10:20
107.4,Debit,Virginia Beach,D000271,M079,Online,58,Doctor,32,1,344.07,16,3,22,6,2024-11-04 08:08:03
115.92,Debit,Raleigh,D000386,M033,ATM,53,Retired,57,1,3897.17,18,1,17,1,2024-11-04 08:09:02
438.04,Debit,Philadelphia,D000694,M025,ATM,67,Retired,247,1,5358.95,18,3,24,8,2024-11-04 08:06:33
677.29,Debit,Houston,D000016,M015,Online,27,Engineer,287,1,627.79,18,0,1,5,2024-11-04 08:07:16
296.0,Debit,Las Vegas,D000623,M085,Branch,35,Doctor,248,1,7418.82,16,0,15,5,2024-11-04 08:06:54
299.09,Credit,Boston,D000540,M034,Branch,36,Engineer,84,1,5615.26,16,0,16,1,2024-11-04 08:08:01
461.52,Credit,Denver,D000670,M068,Branch,24,Student,44,1,1995.18,16,0,15,5,2024-11-04 08:08:53
100.52,Debit,Las Vegas,D000140,M038,ATM,50,Engineer,110,1,453.39,17,0,30,1,2024-11-04 08:11:28
85.35,Debit,Washington,D000514,M074,ATM,66,Retired,166,1,2173.76,16,2,5,7,2024-11-04 08:06:25
79.76,Debit,Raleigh,D000268,M055,Branch,39,Engineer,170,1,6452.14,16,0,6,2,2024-11-04 08:09:34
778.49,Credit,Omaha,D000102,M054,Online,75,Retired,107,1,7713.67,16,0,3,7,2024-11-04 08:09:21
386.38,Debit,Phoenix,D000461,M058,Online,42,Engineer,135,1,5528.36,16,1,24,1,2024-11-04 08:10:06
165.25,Debit,Sacramento,D000124,M025,Online,35,Doctor,106,1,9939.94,17,4,24,11,2024-11-04 08:11:35
14.29,Debit,Los Angeles,D000317,M070,ATM,34,Engineer,150,1,7016.99,16,1,28,2,2024-11-04 08:08:52
232.79,Credit,Indianapolis,D000160,M019,Branch,55,Retired,145,1,2661.3,17,2,20,9,2024-11-04 08:11:40
1237.56,Credit,Austin,D000077,M060,Branch,60,Engineer,159,1,9410.17,17,0,13,11,2024-11-04 08:11:45
92.29,Debit,Albuquerque,D000264,M015,Branch,54,Engineer,115,1,2026.32,16,2,15,2,2024-11-04 08:11:25
293.97,Debit,Phoenix,D000444,M047,Branch,68,Retired,153,1,7371.85,17,0,13,11,2024-11-04 08:08:57
136.32,Debit,Miami,D000548,M060,Online,19,Student,113,1,264.83,18,2,11,10,2024-11-04 08:09:24
251.06,Debit,Colorado Springs,D000593,M003,Online,36,Doctor,34,1,10001.66,17,2,6,12,2024-11-04 08:10:13
50.17,Credit,Sacramento,D000549,M039,ATM,77,Retired,35,1,7752.14,16,0,18,9,2024-11-04 08:10:59
21.4,Debit,Fresno,D000537,M027,Branch,34,Engineer,258,1,9594.11,16,1,26,12,2024-11-04 08:11:40
73.28,Debit,Boston,D000137,M096,Branch,21,Student,21,1,1329.41,17,4,10,3,2024-11-04 08:10:57
70.23,Debit,Memphis,D000293,M066,ATM,38,Doctor,260,1,11624.93,16,2,13,9,2024-11-04 08:07:16
689.29,Debit,El Paso,D000286,M034,ATM,22,Student,100,1,168.84,17,4,6,1,2024-11-04 08:07:49
745.03,Debit,Fort Worth,D000031,M075,Online,28,Student,231,1,160.57,17,3,3,8,2024-11-04 08:09:15
54.61,Debit,Milwaukee,D000079,M043,ATM,58,Engineer,160,1,7135.64,16,0,4,12,2024-11-04 08:07:19
54.05,Debit,Louisville,D000373,M008,Branch,27,Student,146,1,469.14,16,1,25,4,2024-11-04 08:11:34
107.47,Debit,Austin,D000606,M037,Online,67,Retired,144,1,7517.5,17,2,12,4,2024-11-04 08:12:09
611.11,Debit,Detroit,D000215,M045,ATM,20,Student,282,4,919.84,18,2,18,10,2024-11-04 08:11:12
219.63,Debit,Charlotte,D000220,M002,ATM,48,Doctor,44,1,8013.63,16,4,10,11,2024-11-04 08:07:29
