Código,Status entomologico,Estado,Localidad,Altitud,Longitud,Latitud,A2. Cuantos dormitorios tiene la vivienda,A3 Número de personas que duermen en la vivienda,A4. Duermen 3 o mas personas en algun dormitorio,A1. Tiene luz electrica,A5 Escusado de uso exclusivo del hogar,A5 Escusado de uso común de varios hogares,A5 Letrina,A5 No tiene,A6 Red Pública de alcantarillado,A6 Pozo ciego,A6 Pozo séptico,A6 Medio ambiente,A7 Red pública,A7 Pozo,A7 Rio vertiente acequia o canal,A7 Carro Repartidor,A7 Otro,A7 Agua de lluvia,A8. Hierve o usa cloro en el agua antes de beberla,A9 Por qué trata el agua antes de beberla,B1 Losa de hormigón,B1 Asbestos o similares,B1 Zinc,B1 Teja,B1 Paja palma o similares,B1 Otros materiales,B2 Hormigón ladrillo o bloque,B2 Adobe o tapia,B2 Madera,B2 Caña guadua revestida con papel,B2 Caña guadua revestida o rellena de barro,B2 Caña guadua no revestida,B3 Entablado rústico,B3 Parquet,B3 Baldosa o vinyl,B3 Ladrillo o cemento,B3 Caña guadua,B3 Tierra,B3 Otros materiales,B4 Gas,B4 Electricidad,B4 Gasolina,B4 Kerex o diesel,B4 Leña o carbón,B4 Otro,B4 Ninguno,C1. Leña,C1 Lugares,"C2. Productos agricolas como maiz, etc.",C2 Lugares,D1. Ha fumigado Ud mismo su casa,D2. Ha fumigado SNEM su casa,D2 Hace cuánto tiempo (meses),E1. Gallinas o Palomas u otras aves,E1 Cuántas,E2. Tiene un gallinero,E2. Donde,E3. Perros,E3 Cuántos,E4. Duerme el perro dentro de la casa,E5. Cuyes,E5 Cuántos,E6. Tiene una cuyera,E6. Donde,E7. Chanchos o puercos,E7 Cuántos,E8. Ovejas o chivos,E8 Cuántos,E9. Tiene un corral,E9. Donde,E10. Gatos,F1. Ratones,F2. Ratas,"F3. Raposas, zorros, guanchacas o zarigueyas",G1. Leña,G1 Distancia de la casa (metros),G2. Madera para construccion,G1. Cuánta,G2 Distancia de la casa (metros),G2. Cuánta,G3. Rocas. bloques o ladrillos,G3 Distancia de la casa (metros),G3. Cuanta,G4. Basura de la vivienda,G4 Distancia de la casa (metros),G4. Cuánta,G5. Otros,G5 Distancia de la casa (metros),G5. Cuánta,H1. Hojas de Palma de coco,H1 Distancia de la casa (metros),H1. Cuánta,H2. Hojas de Palma de Cade o tagua,H2 Distancia de la casa (metros),H2. Cuánta,H3. Hojas de Palmera (Otro Tipo),H3 Qué tipo,H3. Cuánta,H4. Desperdicios de la cosecha,H4 Distancia de la casa (metros),H4. Cuánta,H5. Productos agricolas de la cosecha,H5 Distancia de la casa (metros),H5. Cuánta,I1. Piñuelas,I1 Distancia de la casa (metros),I1. Cuánta,I2. Arbustos,I2 Distancia de la casa (metros),I2. Cuánto,I3. Arboles frutales,I3 Distancia de la casa (metros),I3. Cuánto,I4. Maleza o monte,I4 Distancia de la casa (metros),I4. Cuánto,J1. Existen palmas a una distancia de 30m,J2. Palmas de coco,J2 Distancia de la casa (metros),J2 Cuántas,J3. Palmas de cade o tagua,J3 Distancia de la casa (metros),J3 Cuántas,J4. Palma Africana,J4 Distancia de la casa (metros),J4 Cuántas,J5. Otro tipo de de palmera o palma,J5 Cuál,J5 Distancia de la casa (metros),J5 Cuántas,E10 Cuántos,
GU407,Negativa,Examinada,Guaypirá,0,,,2,4,-1,1,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,1,para matar los bichos microbios,VERDADERO,FALSO,FALSO,VERDADERO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,2,,2,,1,2,0,1,20,1,4,2,0,2,2,0,2,0,2,0,2,0,2,0,2,3,3,1,2,0,2,0,0,0,1,1,1,1,2,2,2,0,0,2,0,0,2,0,0,2,,0,2,0,0,2,0,0,2,0,0,1,6,1,2,0,0,2,0,0,2,2,0,0,2,0,0,2,0,0,2,,0,0,0,
LG010,Negativa,Examinada,Laguar,0,,,1,4,-1,1,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,2,para matar microbios,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,2,,2,,1,1,0,1,12,2,0,2,0,2,2,0,2,0,2,0,2,0,2,0,2,1,1,1,2,0,2,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,,0,2,0,0,2,0,0,2,0,0,1,10,2,2,0,0,1,10,2,2,2,0,0,2,0,0,2,0,0,2,,0,0,0,
LG013,Negativa,Examinada,Laguar,0,,,2,8,-1,1,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,2,,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,2,,2,,2,1,0,1,10,2,0,1,1,2,2,0,2,0,1,1,1,2,1,0,2,3,1,1,1,3,0,0,0,0,1,3,1,2,0,0,1,5,1,2,0,0,2,0,0,2,,0,2,0,0,2,0,0,2,0,0,2,0,0,1,10,0,2,0,0,2,2,0,0,2,0,0,2,0,0,2,,0,0,0,
LG110,Negativa,Examinada,Laguar,0,,,4,6,-1,1,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,3,,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,2,,1,,1,2,0,1,12,1,5,1,2,2,2,0,2,0,1,8,2,0,1,2,2,4,4,1,2,0,2,0,0,0,2,0,0,2,0,0,2,0,0,1,5,1,2,0,0,2,,0,2,0,0,1,0,1,2,0,0,1,10,0,1,7,1,1,7,0,1,1,10,3,2,0,0,2,0,0,2,,0,0,0,
LI001,Negativa,Examinada,Limones,0,0,0,1,5,-1,1,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,1,para diminar parasitos,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,1,cocina,2,,1,1,12,1,6,0,0,1,1,2,2,0,0,0,2,0,1,8,2,0,1,2,3,4,2,0,2,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,1,20,0,2,2,0,0,2,0,0,2,0,0,2,,0,0,1,
LI002,Negativa,Examinada,Limones,0,0,0,3,8,-1,1,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,1,para eliminar bacterias,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,2,,1,bodega,2,1,12,2,0,1,4,1,1,1,2,0,2,0,1,1,2,0,1,4,1,3,3,1,2,0,2,0,0,0,2,0,0,1,10,0,2,0,0,2,0,0,2,0,0,2,,0,1,10,0,1,10,0,2,0,0,2,0,0,2,0,0,1,15,0,2,2,0,0,2,0,0,2,0,0,2,,0,0,2,
LI003,Negativa,Examinada,Limones,0,0,0,2,6,-1,1,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,1,esto contaminado,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,2,,2,,2,2,0,1,3,2,0,2,0,2,2,0,2,0,2,0,1,3,1,4,1,4,4,2,2,0,2,0,0,0,2,0,0,1,10,0,2,0,0,2,0,0,2,0,0,2,,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,2,0,0,2,0,0,2,0,0,2,,0,0,2,
LI004,Negativa,Examinada,Limones,0,0,0,1,4,-1,1,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,1,dicen que tiene bichos,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,2,,2,,2,0,0,2,0,2,0,2,0,2,2,0,2,0,2,0,2,0,2,0,2,2,2,1,2,0,2,0,0,0,2,0,0,1,20,0,2,0,0,2,0,0,2,0,0,2,,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,2,0,0,2,0,0,2,0,0,2,,0,0,0,
LI005,Negativa,Examinada,Limones,0,0,0,2,2,-1,1,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,1,contaminado,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,2,,2,,1,1,12,1,3,1,0,1,2,2,2,0,2,0,1,1,1,10,0,0,1,2,2,2,2,0,2,0,0,0,2,0,0,1,10,0,2,0,0,2,0,0,2,0,0,2,,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,2,0,0,2,0,0,2,0,0,2,,0,0,1,
LI006,Negativa,Examinada,Limones,0,0,0,3,3,-1,1,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,2,,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,2,,2,,2,1,12,1,4,1,0,1,2,2,0,0,2,0,2,0,2,0,2,0,1,1,1,1,2,0,2,0,0,0,1,10,0,1,10,0,2,0,0,2,0,0,2,0,0,2,,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,2,0,0,2,0,0,2,0,0,2,,0,0,7,
LI007,Negativa,Examinada,Limones,0,0,0,1,1,-1,1,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,0,,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,2,,2,,2,2,0,2,0,2,0,2,0,2,2,0,2,0,2,0,2,0,2,0,2,2,2,2,2,0,2,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,2,0,0,2,0,0,2,0,0,2,,0,0,0,
LI008,Negativa,Examinada,Limones,0,0,0,3,4,-1,1,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,1,contaminada,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,1,afuera,2,,2,1,12,2,0,2,0,1,1,2,2,0,2,0,1,1,1,0,1,5,2,1,1,1,1,10,2,0,0,0,2,0,0,1,10,0,2,0,0,2,0,0,2,0,0,2,,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,2,0,0,2,0,0,2,0,0,2,,0,0,0,
LI012,Negativa,Examinada,Limones,0,0,0,1,4,-1,1,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,1,tiene microbios,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,2,,2,,2,1,12,1,10,1,4,2,0,2,2,0,2,0,1,8,2,0,2,0,2,1,1,1,2,0,2,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,2,0,0,2,0,0,2,0,0,2,,0,0,0,
LI017,Negativa,Examinada,Limones,0,0,0,3,4,-1,1,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,3,contaminado cloro,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,2,,2,,1,1,12,1,20,1,3,1,1,2,2,0,2,0,1,4,1,30,1,4,1,4,4,2,2,0,2,0,0,0,2,0,0,1,20,0,2,0,0,2,0,0,2,0,0,2,,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,2,0,0,2,0,0,2,0,0,2,,0,0,1,
LI021,Negativa,Examinada,Limones,0,0,0,2,5,-1,1,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,2,,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,2,,1,bodego,2,1,12,1,10,1,4,1,2,2,2,0,2,0,1,2,2,0,2,0,2,4,4,1,2,0,2,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,2,0,0,2,0,0,2,0,0,2,,0,0,0,
LI103,Negativa,Examinada,Limones,0,0,0,4,5,-1,1,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,2,eliminar microbios,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,2,,2,,2,1,12,1,42,1,0,1,1,2,2,0,2,0,1,3,1,80,1,5,1,3,1,1,2,0,2,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,2,0,0,2,0,0,2,0,0,2,,0,0,1,
LI203,Negativa,Examinada,Limones,0,,,1,5,-1,1,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,1,para mater bichos,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,2,,2,,2,1,6,1,25,1,4,1,1,2,2,0,2,0,1,1,1,1,2,0,2,2,1,2,2,0,2,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,,0,2,0,0,2,0,0,2,0,0,1,,1,2,0,0,2,0,0,2,2,0,0,2,0,0,2,0,0,2,,0,0,0,
LI204,Negativa,Examinada,Limones,0,,,2,6,-1,1,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,2,para mater biches,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,1,5 m. enlsafveras,2,,2,1,24,1,4,1,4,1,3,2,2,0,2,0,1,1,1,4,1,4,2,3,3,1,2,0,2,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,,0,2,0,0,2,0,0,2,0,0,1,7,1,2,0,0,2,0,0,2,2,0,0,2,0,0,2,0,0,2,,0,0,0,
LI205,Negativa,Examinada,Limones,0,,,3,3,-1,1,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,1,por los microbios,FALSO,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,2,,2,,2,1,24,2,0,2,0,1,1,2,2,0,2,0,2,0,1,30,1,4,1,2,2,2,1,3,2,0,0,0,1,2,1,2,0,0,2,0,0,2,0,0,2,0,0,2,,0,2,0,0,2,0,0,2,0,0,1,1,1,1,2,1,2,0,0,2,2,0,0,2,0,0,2,0,0,2,,0,0,1,
LI206,Negativa,Examinada,Limones,0,,,1,5,-1,1,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,1,el agua erudo hay daño,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,2,,2,,0,0,0,1,10,1,2,1,1,2,2,0,2,0,2,0,1,30,1,5,2,4,2,4,1,0,2,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,,0,2,0,0,2,0,0,2,0,0,1,5,0,2,0,0,1,1,0,2,2,0,0,2,0,0,2,0,0,2,,0,0,0,
LI207,Negativa,Examinada,Limones,0,,,1,3,-1,1,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,1,para mater microbios,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,2,,1,sale,2,1,12,1,4,1,4,1,2,2,2,0,2,0,2,0,1,30,1,5,2,4,4,2,2,0,2,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,,0,2,0,0,2,0,0,2,0,0,1,3,0,2,0,0,1,5,0,2,2,0,0,2,0,0,2,0,0,2,,0,0,0,
LI209,Negativa,Examinada,Limones,0,,,1,2,-1,1,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,2,dise que mecu los bichos,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,2,,2,,2,1,6,1,0,0,0,1,1,2,2,0,2,0,1,1,2,0,2,0,2,3,1,1,1,4,1,1,4,1,1,0,1,2,0,0,2,0,0,2,0,0,2,0,0,2,,0,2,0,0,2,0,0,2,0,0,1,4,0,2,0,0,2,0,0,2,2,0,0,2,0,0,2,0,0,2,,0,0,0,
LI210,Negativa,Examinada,Limones,0,,,1,6,-1,1,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,1,para mater bichus,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,2,,1,comedar,0,1,0,1,4,1,4,1,1,2,2,0,2,0,2,0,1,,1,5,2,4,3,3,1,1,2,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,2,0,0,2,0,0,2,,0,0,0,
LI212,Negativa,Examinada,Limones,0,,,1,4,-1,1,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,1,"para matar microbios, disinfectal ponen cloro",FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,2,,1,tienda,2,2,0,1,35,1,4,2,0,2,2,0,2,0,2,0,1,8,1,2,2,4,2,1,2,0,2,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,,0,2,0,0,2,0,0,2,0,0,1,10,1,2,0,0,1,2,1,2,2,0,0,2,0,0,2,0,0,2,,0,0,0,
LI214,Negativa,Examinada,Limones,0,,,1,3,-1,1,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,1,para matar microbios,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,2,,2,,2,2,0,1,18,1,2,2,0,2,2,0,2,0,2,0,1,30,1,5,2,4,1,1,1,2,2,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,,0,2,0,0,2,0,0,2,0,0,2,0,0,1,3,1,1,5,1,2,2,0,0,2,0,0,2,0,0,2,,0,0,0,
LI219,Negativa,Examinada,Limones,0,,,1,4,-1,1,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,1,,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,2,,2,,2,2,0,1,10,1,4,2,0,2,2,0,2,0,1,2,2,0,2,0,2,4,1,1,1,0,1,2,5,2,1,3,2,2,0,0,2,0,0,2,0,0,2,0,0,2,,0,2,0,0,2,0,0,2,0,0,2,0,0,1,4,0,1,3,0,2,2,0,0,2,0,0,2,0,0,2,,0,0,0,
LI220,Negativa,Examinada,Limones,0,,,1,2,-1,1,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,1,los microbios y eviter enfermedades,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,2,,2,,2,1,0,2,0,2,0,2,0,2,2,0,2,0,2,0,2,0,2,0,2,3,1,1,2,0,2,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,1,0,1,2,2,0,0,2,0,0,2,0,0,2,,0,0,0,
LI222,Negativa,Examinada,Limones,0,,,1,4,-1,1,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,1,para quitar todos los clases de bichus,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,2,,2,,2,1,12,1,3,2,0,2,0,2,2,0,2,0,2,0,1,10,2,0,2,2,1,1,1,4,2,0,0,0,1,0,2,2,0,0,2,0,0,2,0,0,2,0,0,2,,0,2,0,0,2,0,0,2,0,0,0,0,0,1,5,0,2,0,0,2,2,0,0,2,0,0,2,0,0,2,,0,0,0,
LI225,Negativa,Examinada,Limones,0,,,2,6,-1,1,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,1,para matar a los bichos,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,2,,2,,2,1,12,1,15,1,4,1,1,2,2,0,2,0,1,1,1,20,1,0,1,2,2,2,1,9,1,1,17,1,1,10,1,2,0,0,2,0,0,2,0,0,2,0,0,2,,0,2,0,0,2,0,0,2,0,0,1,8,0,2,0,0,1,9,2,2,2,0,0,2,0,0,2,0,0,2,,0,0,1,
